model,display_name,baseline,model_seed,eval_seed,delay_steps,stage_index,stage_name,policy_path,config_path,eval_log_path,seed,episodes_requested,episodes,success_rate,clean_capture_rate,collision_rate,timeout_rate,avg_steps,avg_min_dist
full_obs,full_obs,b3_full_obs_ippo,1,1,0,4,stage5_extreme_game,D:\PursuerEvaderGame\Drones\runs\mappo_3d\default\20260226_180222_ours_s1\policy.pt,D:\PursuerEvaderGame\Drones\runs\mappo_3d\robustness_suite\20260308_144045_stage5_robustness\action_delay_sweep\full_obs\s1\configs\config_stage5_action_delay_0step.json,D:\PursuerEvaderGame\Drones\runs\mappo_3d\robustness_suite\20260308_144045_stage5_robustness\action_delay_sweep\full_obs\s1\logs\eval_stage5_action_delay_0step.jsonl,1,200,200.0,0.73,0.73,0.27,0.0,403.06,10.787692369762308
full_obs,full_obs,b3_full_obs_ippo,1,1,1,4,stage5_extreme_game,D:\PursuerEvaderGame\Drones\runs\mappo_3d\default\20260226_180222_ours_s1\policy.pt,D:\PursuerEvaderGame\Drones\runs\mappo_3d\robustness_suite\20260308_144045_stage5_robustness\action_delay_sweep\full_obs\s1\configs\config_stage5_action_delay_1step.json,D:\PursuerEvaderGame\Drones\runs\mappo_3d\robustness_suite\20260308_144045_stage5_robustness\action_delay_sweep\full_obs\s1\logs\eval_stage5_action_delay_1step.jsonl,1,200,200.0,0.62,0.62,0.38,0.0,500.23,13.167315496769422
full_obs,full_obs,b3_full_obs_ippo,1,1,2,4,stage5_extreme_game,D:\PursuerEvaderGame\Drones\runs\mappo_3d\default\20260226_180222_ours_s1\policy.pt,D:\PursuerEvaderGame\Drones\runs\mappo_3d\robustness_suite\20260308_144045_stage5_robustness\action_delay_sweep\full_obs\s1\configs\config_stage5_action_delay_2step.json,D:\PursuerEvaderGame\Drones\runs\mappo_3d\robustness_suite\20260308_144045_stage5_robustness\action_delay_sweep\full_obs\s1\logs\eval_stage5_action_delay_2step.jsonl,1,200,200.0,0.585,0.58,0.42,0.0,490.595,14.406329068920392
full_obs,full_obs,b3_full_obs_ippo,1,1,3,4,stage5_extreme_game,D:\PursuerEvaderGame\Drones\runs\mappo_3d\default\20260226_180222_ours_s1\policy.pt,D:\PursuerEvaderGame\Drones\runs\mappo_3d\robustness_suite\20260308_144045_stage5_robustness\action_delay_sweep\full_obs\s1\configs\config_stage5_action_delay_3step.json,D:\PursuerEvaderGame\Drones\runs\mappo_3d\robustness_suite\20260308_144045_stage5_robustness\action_delay_sweep\full_obs\s1\logs\eval_stage5_action_delay_3step.jsonl,1,200,200.0,0.65,0.65,0.35,0.0,516.935,12.173516630422018
