baseline,model_seed,eval_seed,speed_mps,stage_index,stage_name,policy_path,config_path,eval_log_path,seed,episodes_requested,episodes,success_rate,clean_capture_rate,collision_rate,timeout_rate,avg_steps,avg_min_dist
b2_euclidean_guidance,0,0,7.0,4,stage5_extreme_game,D:\PursuerEvaderGame\Drones\runs\mappo_3d\default\20260228_050622_b2_euclidean_guidance_s0\policy.pt,D:\PursuerEvaderGame\Drones\runs\mappo_3d\speed_sweep\20260308_115302_full_baselines\b2_euclidean_guidance\s0\configs\config_stage5_speed_7p0.json,D:\PursuerEvaderGame\Drones\runs\mappo_3d\speed_sweep\20260308_115302_full_baselines\b2_euclidean_guidance\s0\logs\eval_stage5_speed_7p0.jsonl,0,200,200.0,0.565,0.565,0.4,0.035,745.005,18.071430482278128
b2_euclidean_guidance,0,0,8.0,4,stage5_extreme_game,D:\PursuerEvaderGame\Drones\runs\mappo_3d\default\20260228_050622_b2_euclidean_guidance_s0\policy.pt,D:\PursuerEvaderGame\Drones\runs\mappo_3d\speed_sweep\20260308_115302_full_baselines\b2_euclidean_guidance\s0\configs\config_stage5_speed_8p0.json,D:\PursuerEvaderGame\Drones\runs\mappo_3d\speed_sweep\20260308_115302_full_baselines\b2_euclidean_guidance\s0\logs\eval_stage5_speed_8p0.jsonl,0,200,200.0,0.565,0.565,0.395,0.04,765.92,16.82630921262091
b2_euclidean_guidance,0,0,8.5,4,stage5_extreme_game,D:\PursuerEvaderGame\Drones\runs\mappo_3d\default\20260228_050622_b2_euclidean_guidance_s0\policy.pt,D:\PursuerEvaderGame\Drones\runs\mappo_3d\speed_sweep\20260308_115302_full_baselines\b2_euclidean_guidance\s0\configs\config_stage5_speed_8p5.json,D:\PursuerEvaderGame\Drones\runs\mappo_3d\speed_sweep\20260308_115302_full_baselines\b2_euclidean_guidance\s0\logs\eval_stage5_speed_8p5.jsonl,0,200,200.0,0.515,0.51,0.45,0.04,873.75,18.979969403497943
b2_euclidean_guidance,0,0,9.0,4,stage5_extreme_game,D:\PursuerEvaderGame\Drones\runs\mappo_3d\default\20260228_050622_b2_euclidean_guidance_s0\policy.pt,D:\PursuerEvaderGame\Drones\runs\mappo_3d\speed_sweep\20260308_115302_full_baselines\b2_euclidean_guidance\s0\configs\config_stage5_speed_9p0.json,D:\PursuerEvaderGame\Drones\runs\mappo_3d\speed_sweep\20260308_115302_full_baselines\b2_euclidean_guidance\s0\logs\eval_stage5_speed_9p0.jsonl,0,200,200.0,0.53,0.53,0.415,0.055,786.31,17.045004431652035
b2_euclidean_guidance,0,0,9.5,4,stage5_extreme_game,D:\PursuerEvaderGame\Drones\runs\mappo_3d\default\20260228_050622_b2_euclidean_guidance_s0\policy.pt,D:\PursuerEvaderGame\Drones\runs\mappo_3d\speed_sweep\20260308_115302_full_baselines\b2_euclidean_guidance\s0\configs\config_stage5_speed_9p5.json,D:\PursuerEvaderGame\Drones\runs\mappo_3d\speed_sweep\20260308_115302_full_baselines\b2_euclidean_guidance\s0\logs\eval_stage5_speed_9p5.jsonl,0,200,200.0,0.54,0.54,0.405,0.055,878.94,16.94285475215673
b2_euclidean_guidance,0,0,10.0,4,stage5_extreme_game,D:\PursuerEvaderGame\Drones\runs\mappo_3d\default\20260228_050622_b2_euclidean_guidance_s0\policy.pt,D:\PursuerEvaderGame\Drones\runs\mappo_3d\speed_sweep\20260308_115302_full_baselines\b2_euclidean_guidance\s0\configs\config_stage5_speed_10p0.json,D:\PursuerEvaderGame\Drones\runs\mappo_3d\speed_sweep\20260308_115302_full_baselines\b2_euclidean_guidance\s0\logs\eval_stage5_speed_10p0.jsonl,0,200,200.0,0.49,0.49,0.445,0.065,893.87,17.387081984091594
